tanggal,pm10,so2,co,o3,no2,max,critical,categori,lokasi_spku
7/6/2016,60,28,65.0,66,14,66,O3,SEDANG,JAKARTA
7/7/2016,50,28,32.0,64,10,64,O3,SEDANG,JAKARTA
7/8/2016,39,28,31.0,65,13,65,O3,SEDANG,JAKARTA
7/9/2016,56,29,40.0,73,12,73,O3,SEDANG,JAKARTA
7/10/2016,62,29,42.0,68,12,68,O3,SEDANG,JAKARTA
7/11/2016,73,29,45.0,54,14,73,PM10,SEDANG,JAKARTA
7/12/2016,42,28,34.0,76,9,76,O3,SEDANG,JAKARTA
7/13/2016,73,36,56.0,90,15,90,O3,SEDANG,JAKARTA
7/14/2016,86,31,53.0,73,20,86,PM10,SEDANG,JAKARTA
7/15/2016,62,32,34.0,45,10,62,PM10,SEDANG,JAKARTA
7/16/2016,56,28,36.0,54,9,56,PM10,SEDANG,JAKARTA
7/17/2016,65,34,58.0,71,14,71,O3,SEDANG,JAKARTA
7/18/2016,53,28,55.0,134,16,134,O3,TIDAK SEHAT,JAKARTA
7/19/2016,63,28,56.0,115,21,115,O3,TIDAK SEHAT,JAKARTA
7/20/2016,60,28,43.0,81,16,81,O3,SEDANG,JAKARTA
7/21/2016,69,29,45.0,97,22,97,O3,SEDANG,JAKARTA
7/22/2016,73,29,45.0,65,14,73,PM10,SEDANG,JAKARTA
7/23/2016,80,29,58.0,87,15,87,O3,SEDANG,JAKARTA
7/24/2016,70,29,59.0,103,14,103,O3,TIDAK SEHAT,JAKARTA
7/25/2016,49,28,45.0,96,11,96,O3,SEDANG,JAKARTA
7/26/2016,70,29,42.0,173,14,173,O3,TIDAK SEHAT,JAKARTA
7/27/2016,68,30,43.0,146,18,146,O3,TIDAK SEHAT,JAKARTA
7/28/2016,81,30,26.0,72,15,81,PM10,SEDANG,JAKARTA
7/29/2016,90,30,26.0,106,13,106,O3,TIDAK SEHAT,JAKARTA
7/30/2016,56,29,51.0,119,20,119,O3,TIDAK SEHAT,JAKARTA
7/31/2016,71,30,36.0,106,11,106,O3,TIDAK SEHAT,JAKARTA
8/1/2016,73,29,45.0,100,11,100,O3,SEDANG,JAKARTA
8/2/2016,58,30,38.0,131,14,131,O3,TIDAK SEHAT,JAKARTA
8/3/2016,64,30,41.0,136,21,136,O3,TIDAK SEHAT,JAKARTA
8/4/2016,87,30,49.0,133,15,133,O3,TIDAK SEHAT,JAKARTA
8/5/2016,107,30,47.0,108,21,108,O3,TIDAK SEHAT,JAKARTA
8/6/2016,72,30,40.0,87,14,87,O3,SEDANG,JAKARTA
8/7/2016,81,30,37.0,119,11,119,O3,TIDAK SEHAT,JAKARTA
8/8/2016,58,29,35.0,77,11,77,O3,SEDANG,JAKARTA
8/9/2016,60,28,45.0,63,16,63,O3,SEDANG,JAKARTA
8/10/2016,60,29,45.0,102,16,102,O3,TIDAK SEHAT,JAKARTA
8/11/2016,63,28,41.0,88,18,88,O3,SEDANG,JAKARTA
8/12/2016,64,29,41.0,119,18,119,O3,TIDAK SEHAT,JAKARTA
8/13/2016,63,29,38.0,103,16,103,O3,TIDAK SEHAT,JAKARTA
8/14/2016,51,29,38.0,72,15,72,O3,SEDANG,JAKARTA
8/15/2016,50,28,45.0,121,19,121,O3,TIDAK SEHAT,JAKARTA
8/16/2016,72,30,41.0,107,12,107,O3,TIDAK SEHAT,JAKARTA
8/17/2016,86,33,69.0,59,12,86,PM10,SEDANG,JAKARTA
8/18/2016,55,29,47.0,77,12,77,O3,SEDANG,JAKARTA
8/19/2016,71,30,46.0,83,15,83,O3,SEDANG,JAKARTA
8/20/2016,55,29,45.0,115,16,115,O3,TIDAK SEHAT,JAKARTA
8/21/2016,69,30,35.0,88,12,88,O3,SEDANG,JAKARTA
8/22/2016,59,31,38.0,83,11,83,O3,SEDANG,JAKARTA
8/23/2016,65,30,33.0,176,13,176,O3,TIDAK SEHAT,JAKARTA
8/24/2016,70,29,35.0,101,15,101,O3,TIDAK SEHAT,JAKARTA
8/25/2016,80,34,62.0,133,21,133,O3,TIDAK SEHAT,JAKARTA
8/26/2016,78,31,44.0,103,17,103,O3,TIDAK SEHAT,JAKARTA
8/27/2016,79,31,58.0,70,12,79,PM10,SEDANG,JAKARTA
8/28/2016,60,29,64.0,78,11,78,O3,SEDANG,JAKARTA
8/29/2016,80,29,76.0,66,12,80,PM10,SEDANG,JAKARTA
8/30/2016,81,30,48.0,111,21,111,O3,TIDAK SEHAT,JAKARTA
8/31/2016,78,29,79.0,71,26,79,CO,SEDANG,JAKARTA
9/1/2016,62,30,44.0,85,23,85,O3,SEDANG,JAKARTA
9/2/2016,82,29,52.0,141,19,141,O3,TIDAK SEHAT,JAKARTA
9/3/2016,69,29,61.0,94,15,94,O3,SEDANG,JAKARTA
9/4/2016,73,42,42.0,69,18,73,PM10,SEDANG,JAKARTA
9/5/2016,62,29,39.0,48,10,62,PM10,SEDANG,JAKARTA
9/6/2016,66,30,60.0,61,11,66,PM10,SEDANG,JAKARTA
9/7/2016,61,29,43.0,62,15,62,O3,SEDANG,JAKARTA
9/8/2016,60,30,36.0,125,15,125,O3,TIDAK SEHAT,JAKARTA
9/9/2016,84,30,45.0,90,22,90,O3,SEDANG,JAKARTA
9/10/2016,94,31,52.0,73,12,94,PM10,SEDANG,JAKARTA
9/11/2016,61,30,41.0,74,11,74,O3,SEDANG,JAKARTA
9/12/2016,58,30,35.0,85,14,85,O3,SEDANG,JAKARTA
9/13/2016,64,31,43.0,85,14,85,O3,SEDANG,JAKARTA
9/14/2016,91,31,34.0,79,14,91,PM10,SEDANG,JAKARTA
9/15/2016,54,29,37.0,146,14,146,O3,TIDAK SEHAT,JAKARTA
9/16/2016,86,40,84.0,74,23,86,PM10,SEDANG,JAKARTA
9/17/2016,65,30,44.0,69,17,69,O3,SEDANG,JAKARTA
9/18/2016,58,30,35.0,96,13,96,O3,SEDANG,JAKARTA
9/19/2016,62,33,52.0,64,13,64,O3,SEDANG,JAKARTA
9/20/2016,66,29,63.0,87,18,87,O3,SEDANG,JAKARTA
9/21/2016,58,29,23.0,69,13,69,O3,SEDANG,JAKARTA
9/22/2016,48,29,28.0,60,18,60,O3,SEDANG,JAKARTA
9/23/2016,51,30,31.0,57,17,57,O3,SEDANG,JAKARTA
9/24/2016,56,30,43.0,48,12,56,PM10,SEDANG,JAKARTA
9/25/2016,55,30,66.0,71,12,71,O3,SEDANG,JAKARTA
9/26/2016,42,29,35.0,69,9,69,O3,SEDANG,JAKARTA
9/27/2016,62,30,50.0,95,18,95,O3,SEDANG,JAKARTA
9/28/2016,61,31,40.0,62,19,62,O3,SEDANG,JAKARTA
9/29/2016,54,30,38.0,96,13,96,O3,SEDANG,JAKARTA
9/30/2016,54,30,45.0,58,14,58,O3,SEDANG,JAKARTA
10/1/2016,61,30,41.0,62,16,62,O3,SEDANG,JAKARTA
10/2/2016,54,30,31.0,41,7,54,PM10,SEDANG,JAKARTA
10/3/2016,56,30,32.0,137,11,137,O3,TIDAK SEHAT,JAKARTA
10/4/2016,66,30,56.0,126,22,126,O3,TIDAK SEHAT,JAKARTA
10/5/2016,69,30,52.0,203,22,203,O3,SANGAT TIDAK SEHAT,JAKARTA
10/6/2016,53,30,42.0,157,20,157,O3,TIDAK SEHAT,JAKARTA
10/7/2016,73,30,37.0,136,15,136,O3,TIDAK SEHAT,JAKARTA
10/8/2016,57,30,35.0,82,18,82,O3,SEDANG,JAKARTA
10/9/2016,52,30,41.0,100,13,100,O3,SEDANG,JAKARTA
10/10/2016,62,34,46.0,100,22,100,O3,SEDANG,JAKARTA
10/11/2016,63,30,56.0,72,24,72,O3,SEDANG,JAKARTA
10/12/2016,71,30,54.0,54,16,71,PM10,SEDANG,JAKARTA
10/13/2016,74,30,45.0,69,12,74,PM10,SEDANG,JAKARTA
10/14/2016,67,30,83.0,28,12,83,CO,SEDANG,JAKARTA
10/15/2016,53,30,32.0,62,10,62,O3,SEDANG,JAKARTA
10/16/2016,54,30,44.0,60,12,60,O3,SEDANG,JAKARTA
10/17/2016,63,38,42.0,122,8,122,O3,TIDAK SEHAT,JAKARTA
10/18/2016,66,31,37.0,115,20,115,O3,TIDAK SEHAT,JAKARTA
10/19/2016,58,31,35.0,80,11,80,O3,SEDANG,JAKARTA
10/20/2016,82,31,42.0,95,25,95,O3,SEDANG,JAKARTA
10/21/2016,81,31,42.0,105,17,105,O3,TIDAK SEHAT,JAKARTA
10/22/2016,87,30,53.0,72,26,87,PM10,SEDANG,JAKARTA
10/23/2016,36,30,33.0,57,8,57,O3,SEDANG,JAKARTA
10/24/2016,55,31,50.0,145,15,145,O3,TIDAK SEHAT,JAKARTA
10/25/2016,64,51,69.0,100,23,100,O3,SEDANG,JAKARTA
10/26/2016,51,30,39.0,133,11,133,O3,TIDAK SEHAT,JAKARTA
10/27/2016,59,31,42.0,133,14,133,O3,TIDAK SEHAT,JAKARTA
10/28/2016,59,31,38.0,120,13,120,O3,TIDAK SEHAT,JAKARTA
10/29/2016,55,35,63.0,85,20,85,O3,SEDANG,JAKARTA
10/30/2016,53,34,42.0,101,10,101,O3,TIDAK SEHAT,JAKARTA
10/31/2016,50,31,31.0,119,17,119,O3,TIDAK SEHAT,JAKARTA
11/1/2016,51,30,30.0,59,16,59,O3,SEDANG,JAKARTA
11/2/2016,49,30,29.0,49,10,49,PM10,BAIK,JAKARTA
11/3/2016,55,31,33.0,73,12,73,O3,SEDANG,JAKARTA
11/4/2016,64,32,37.0,126,16,126,O3,TIDAK SEHAT,JAKARTA
11/5/2016,69,32,37.0,150,18,150,O3,TIDAK SEHAT,JAKARTA
11/6/2016,128,33,65.0,172,21,172,O3,TIDAK SEHAT,JAKARTA
11/7/2016,79,49,46.0,136,22,136,O3,TIDAK SEHAT,JAKARTA
11/8/2016,66,31,41.0,75,25,75,O3,SEDANG,JAKARTA
11/9/2016,58,31,44.0,143,14,143,O3,TIDAK SEHAT,JAKARTA
11/10/2016,59,33,36.0,116,17,116,O3,TIDAK SEHAT,JAKARTA
11/11/2016,70,34,47.0,123,25,123,O3,TIDAK SEHAT,JAKARTA
11/12/2016,59,43,60.0,93,16,93,O3,SEDANG,JAKARTA
11/13/2016,44,30,36.0,65,20,65,O3,SEDANG,JAKARTA
11/14/2016,55,31,51.0,120,14,120,O3,TIDAK SEHAT,JAKARTA
11/15/2016,51,31,48.0,77,11,77,O3,SEDANG,JAKARTA
11/16/2016,55,31,52.0,139,19,139,O3,TIDAK SEHAT,JAKARTA
11/17/2016,61,32,39.0,106,18,106,O3,TIDAK SEHAT,JAKARTA
11/18/2016,74,39,43.0,73,15,74,PM10,SEDANG,JAKARTA
11/19/2016,59,32,56.0,81,18,81,O3,SEDANG,JAKARTA
11/20/2016,60,32,40.0,63,14,63,O3,SEDANG,JAKARTA
11/21/2016,61,31,40.0,65,15,65,O3,SEDANG,JAKARTA
11/22/2016,66,32,42.0,121,29,121,O3,TIDAK SEHAT,JAKARTA
11/23/2016,66,31,32.0,148,21,148,O3,TIDAK SEHAT,JAKARTA
11/24/2016,65,32,59.0,82,17,82,O3,SEDANG,JAKARTA
11/25/2016,51,32,31.0,41,8,51,PM10,SEDANG,JAKARTA
11/26/2016,75,34,39.0,86,12,86,O3,SEDANG,JAKARTA
11/27/2016,93,42,78.0,87,18,93,PM10,SEDANG,JAKARTA
11/28/2016,82,37,61.0,58,18,82,PM10,SEDANG,JAKARTA
11/29/2016,42,31,32.0,70,12,70,O3,SEDANG,JAKARTA
11/30/2016,66,33,35.0,60,20,66,PM10,SEDANG,JAKARTA
12/1/2016,65,31,36.0,64,16,65,PM10,SEDANG,JAKARTA
12/2/2016,43,31,25.0,43,5,43,PM10,BAIK,JAKARTA
12/3/2016,25,31,29.0,34,8,34,O3,BAIK,JAKARTA
12/4/2016,38,31,28.0,35,5,38,PM10,BAIK,JAKARTA
12/5/2016,23,31,26.0,36,6,36,O3,BAIK,JAKARTA
12/6/2016,29,31,28.0,42,7,42,O3,BAIK,JAKARTA
12/7/2016,54,31,28.0,56,7,56,O3,SEDANG,JAKARTA
12/8/2016,61,32,35.0,74,8,74,O3,SEDANG,JAKARTA
12/9/2016,55,31,28.0,54,10,55,PM10,SEDANG,JAKARTA
12/10/2016,48,31,25.0,36,14,48,PM10,BAIK,JAKARTA
12/11/2016,35,31,27.0,50,8,50,O3,BAIK,JAKARTA
12/12/2016,32,31,33.0,54,9,54,O3,SEDANG,JAKARTA
12/13/2016,47,32,28.0,46,16,47,PM10,BAIK,JAKARTA
12/14/2016,39,32,27.0,53,20,53,O3,SEDANG,JAKARTA
12/15/2016,45,31,53.0,33,12,53,CO,SEDANG,JAKARTA
12/16/2016,34,31,29.0,39,8,39,O3,BAIK,JAKARTA
12/17/2016,34,30,25.0,40,11,40,O3,BAIK,JAKARTA
12/18/2016,33,29,45.0,48,13,48,O3,BAIK,JAKARTA
12/19/2016,28,29,25.0,37,12,37,O3,BAIK,JAKARTA
12/20/2016,22,31,22.0,34,4,34,O3,BAIK,JAKARTA
12/21/2016,23,32,23.0,37,5,37,O3,BAIK,JAKARTA
12/22/2016,28,32,24.0,34,5,34,O3,BAIK,JAKARTA
12/23/2016,22,31,28.0,34,5,34,O3,BAIK,JAKARTA
12/24/2016,25,31,29.0,39,4,39,O3,BAIK,JAKARTA
12/25/2016,30,31,29.0,42,5,42,O3,BAIK,JAKARTA
12/26/2016,52,32,39.0,66,21,66,O3,SEDANG,JAKARTA
12/27/2016,29,31,34.0,54,17,54,O3,SEDANG,JAKARTA
12/28/2016,30,32,30.0,41,6,41,O3,BAIK,JAKARTA
12/29/2016,37,32,33.0,41,7,41,O3,BAIK,JAKARTA
12/30/2016,66,32,40.0,41,12,66,PM10,SEDANG,JAKARTA
12/31/2016,55,33,44.0,59,14,59,O3,SEDANG,JAKARTA
1/1/2017,63,34,25.0,21,2,63,PM10,SEDANG,JAKARTA
1/2/2017,16,32,16.0,19,1,32,SO2,BAIK,JAKARTA
1/3/2017,18,32,17.0,20,2,32,SO2,BAIK,JAKARTA
1/4/2017,24,32,22.0,20,2,32,SO2,BAIK,JAKARTA
1/5/2017,29,32,25.0,14,2,32,SO2,BAIK,JAKARTA
1/6/2017,21,31,24.0,18,2,31,SO2,BAIK,JAKARTA
1/7/2017,30,32,22.0,17,3,32,SO2,BAIK,JAKARTA
1/8/2017,29,33,17.0,19,2,33,SO2,BAIK,JAKARTA
1/9/2017,29,32,23.0,13,2,32,SO2,BAIK,JAKARTA
1/10/2017,38,32,34.0,21,4,38,PM10,BAIK,JAKARTA
1/11/2017,25,32,25.0,20,2,32,SO2,BAIK,JAKARTA
1/12/2017,29,32,23.0,17,2,32,SO2,BAIK,JAKARTA
1/13/2017,29,32,19.0,12,1,32,SO2,BAIK,JAKARTA
1/14/2017,22,31,17.0,13,1,31,SO2,BAIK,JAKARTA
1/15/2017,27,32,16.0,17,1,32,SO2,BAIK,JAKARTA
1/16/2017,0,0,0.0,0,0,0,0,TIDAK ADA DATA,JAKARTA
1/17/2017,0,0,0.0,0,0,0,0,TIDAK ADA DATA,JAKARTA
1/18/2017,24,28,19.0,14,1,28,SO2,BAIK,JAKARTA
1/19/2017,24,0,16.0,14,1,24,PM10,BAIK,JAKARTA
1/20/2017,18,0,15.0,10,1,18,PM10,BAIK,JAKARTA
1/21/2017,35,0,18.0,15,1,35,PM10,BAIK,JAKARTA
1/22/2017,54,0,20.0,16,2,54,PM10,SEDANG,JAKARTA
1/23/2017,37,0,18.0,13,2,37,PM10,BAIK,JAKARTA
1/24/2017,32,0,30.0,14,2,32,PM10,BAIK,JAKARTA
1/25/2017,29,0,18.0,9,2,29,PM10,BAIK,JAKARTA
1/26/2017,33,0,22.0,12,2,33,PM10,BAIK,JAKARTA
1/27/2017,47,14,24.0,22,2,47,PM10,BAIK,JAKARTA
1/28/2017,32,13,23.0,18,3,32,PM10,BAIK,JAKARTA
1/29/2017,35,12,25.0,19,2,35,PM10,BAIK,JAKARTA
1/30/2017,33,12,21.0,19,2,33,PM10,BAIK,JAKARTA
1/31/2017,31,12,23.0,20,2,31,PM10,BAIK,JAKARTA
2/1/2017,41,16,22.0,27,3,41,PM10,BAIK,JAKARTA
2/2/2017,49,0,23.0,41,3,49,PM10,BAIK,JAKARTA
2/3/2017,53,0,28.0,34,3,53,PM10,SEDANG,JAKARTA
2/4/2017,30,0,17.0,35,2,35,O3,BAIK,JAKARTA
2/5/2017,22,0,15.0,37,2,37,O3,BAIK,JAKARTA
2/6/2017,25,0,16.0,26,1,26,O3,BAIK,JAKARTA
2/7/2017,39,6,20.0,22,2,39,PM10,BAIK,JAKARTA
2/8/2017,28,6,19.0,23,3,28,PM10,BAIK,JAKARTA
2/9/2017,41,6,20.0,22,2,41,PM10,BAIK,JAKARTA
2/10/2017,30,4,23.0,32,3,32,O3,BAIK,JAKARTA
2/11/2017,32,6,23.0,42,4,42,O3,BAIK,JAKARTA
2/12/2017,35,3,18.0,40,3,40,O3,BAIK,JAKARTA
2/13/2017,43,4,21.0,42,3,43,PM10,BAIK,JAKARTA
2/14/2017,34,5,32.0,41,4,41,O3,BAIK,JAKARTA
2/15/2017,27,6,22.0,40,4,40,O3,BAIK,JAKARTA
2/16/2017,36,7,19.0,38,3,38,O3,BAIK,JAKARTA
2/17/2017,52,4,30.0,33,4,52,PM10,SEDANG,JAKARTA
2/18/2017,68,7,25.0,30,4,68,PM10,SEDANG,JAKARTA
2/19/2017,57,4,34.0,25,2,57,PM10,SEDANG,JAKARTA
2/20/2017,40,3,31.0,24,3,40,PM10,BAIK,JAKARTA
2/21/2017,51,3,34.0,46,4,51,PM10,SEDANG,JAKARTA
2/22/2017,58,15,25.0,78,5,78,O3,SEDANG,JAKARTA
2/23/2017,52,7,27.0,71,7,71,O3,SEDANG,JAKARTA
2/24/2017,62,7,30.0,67,5,67,O3,SEDANG,JAKARTA
2/25/2017,50,6,24.0,68,3,68,O3,SEDANG,JAKARTA
2/26/2017,44,8,25.0,60,4,60,O3,SEDANG,JAKARTA
2/27/2017,30,6,23.0,44,4,44,O3,BAIK,JAKARTA
2/28/2017,58,6,26.0,54,4,58,PM10,SEDANG,JAKARTA
3/1/2017,51,8,26.0,46,5,51,PM10,SEDANG,JAKARTA
3/2/2017,56,8,28.0,56,4,56,PM10,SEDANG,JAKARTA
3/3/2017,49,5,33.0,53,4,53,O3,SEDANG,JAKARTA
3/4/2017,37,9,25.0,75,5,75,O3,SEDANG,JAKARTA
3/5/2017,51,7,24.0,53,4,53,O3,SEDANG,JAKARTA
3/6/2017,42,8,19.0,44,3,44,O3,BAIK,JAKARTA
3/7/2017,41,10,22.0,42,4,42,O3,BAIK,JAKARTA
3/8/2017,25,7,22.0,84,4,84,O3,SEDANG,JAKARTA
3/9/2017,53,12,22.0,101,6,101,O3,TIDAK SEHAT,JAKARTA
3/10/2017,62,8,28.0,43,5,62,PM10,SEDANG,JAKARTA
3/11/2017,56,9,27.0,63,4,63,O3,SEDANG,JAKARTA
3/12/2017,57,6,29.0,53,4,57,PM10,SEDANG,JAKARTA
3/13/2017,53,9,24.0,60,5,60,O3,SEDANG,JAKARTA
3/14/2017,62,14,24.0,48,4,62,PM10,SEDANG,JAKARTA
3/15/2017,36,8,20.0,31,3,36,PM10,BAIK,JAKARTA
3/16/2017,35,9,20.0,125,5,125,O3,TIDAK SEHAT,JAKARTA
3/17/2017,63,10,25.0,80,5,80,O3,SEDANG,JAKARTA
3/18/2017,55,7,33.0,52,6,55,PM10,SEDANG,JAKARTA
3/19/2017,51,13,27.0,50,2,51,PM10,SEDANG,JAKARTA
3/20/2017,35,7,17.0,26,2,35,PM10,BAIK,JAKARTA
3/21/2017,51,13,23.0,32,3,51,PM10,SEDANG,JAKARTA
3/22/2017,34,8,24.0,47,6,47,O3,BAIK,JAKARTA
3/23/2017,46,6,33.0,34,7,46,PM10,BAIK,JAKARTA
3/24/2017,77,11,50.0,97,7,97,O3,SEDANG,JAKARTA
3/25/2017,52,10,20.0,41,4,52,PM10,SEDANG,JAKARTA
3/26/2017,57,9,30.0,54,3,57,PM10,SEDANG,JAKARTA
3/27/2017,42,8,23.0,80,5,80,O3,SEDANG,JAKARTA
3/28/2017,64,12,35.0,71,3,71,O3,SEDANG,JAKARTA
3/29/2017,51,8,27.0,62,4,62,O3,SEDANG,JAKARTA
3/30/2017,32,9,20.0,26,3,32,PM10,BAIK,JAKARTA
3/31/2017,0,0,0.0,0,0,0,0,TIDAK ADA DATA,JAKARTA
4/1/2017,41,6,19.0,0,3,41,PM10,BAIK,JAKARTA
4/2/2017,47,0,23.0,0,4,47,PM10,BAIK,JAKARTA
4/3/2017,30,13,24.0,0,3,30,PM10,BAIK,JAKARTA
4/4/2017,37,12,24.0,8,3,37,PM10,BAIK,JAKARTA
4/5/2017,31,12,24.0,6,4,31,PM10,BAIK,JAKARTA
4/6/2017,33,10,16.0,6,2,33,PM10,BAIK,JAKARTA
4/7/2017,40,12,17.0,57,3,57,O3,SEDANG,JAKARTA
4/8/2017,17,8,16.0,38,1,38,O3,BAIK,JAKARTA
4/9/2017,23,7,14.0,31,1,31,O3,BAIK,JAKARTA
4/10/2017,46,8,20.0,55,6,55,O3,SEDANG,JAKARTA
4/11/2017,43,7,23.0,73,4,73,O3,SEDANG,JAKARTA
4/12/2017,39,9,26.0,47,5,47,O3,BAIK,JAKARTA
4/13/2017,56,8,26.0,34,5,56,PM10,SEDANG,JAKARTA
4/14/2017,55,8,24.0,45,5,55,PM10,SEDANG,JAKARTA
4/15/2017,61,9,20.0,45,3,61,PM10,SEDANG,JAKARTA
4/16/2017,73,9,26.0,69,5,73,PM10,SEDANG,JAKARTA
4/17/2017,65,10,24.0,76,6,76,O3,SEDANG,JAKARTA
4/18/2017,79,7,26.0,86,7,86,O3,SEDANG,JAKARTA
4/19/2017,0,0,0.0,0,0,0,0,TIDAK ADA DATA,JAKARTA
4/20/2017,0,0,0.0,0,0,0,0,TIDAK ADA DATA,JAKARTA
4/21/2017,57,10,24.0,65,7,65,O3,SEDANG,JAKARTA
4/22/2017,71,8,31.0,56,6,71,PM10,SEDANG,JAKARTA
4/23/2017,53,11,22.0,67,5,67,O3,SEDANG,JAKARTA
4/24/2017,50,12,17.0,43,5,50,PM10,BAIK,JAKARTA
4/25/2017,68,10,30.0,35,4,68,PM10,SEDANG,JAKARTA
4/26/2017,47,10,18.0,44,6,47,PM10,BAIK,JAKARTA
4/27/2017,61,11,33.0,82,6,82,O3,SEDANG,JAKARTA
4/28/2017,53,10,28.0,51,5,53,PM10,SEDANG,JAKARTA
4/29/2017,39,10,17.0,32,2,39,PM10,BAIK,JAKARTA
4/30/2017,43,11,18.0,89,3,89,O3,SEDANG,JAKARTA
5/1/2017,57,12,20.0,88,4,88,O3,SEDANG,JAKARTA
5/2/2017,50,8,27.0,67,4,67,O3,SEDANG,JAKARTA
5/3/2017,62,10,34.0,86,4,86,O3,SEDANG,JAKARTA
5/4/2017,49,9,22.0,68,4,68,O3,SEDANG,JAKARTA
5/5/2017,51,11,23.0,53,4,53,O3,SEDANG,JAKARTA
5/6/2017,49,10,22.0,31,5,49,PM10,BAIK,JAKARTA
5/7/2017,53,8,26.0,48,6,53,PM10,SEDANG,JAKARTA
5/8/2017,55,10,27.0,52,3,55,PM10,SEDANG,JAKARTA
5/9/2017,54,11,30.0,42,5,54,PM10,SEDANG,JAKARTA
5/10/2017,64,11,28.0,35,4,64,PM10,SEDANG,JAKARTA
5/11/2017,76,14,28.0,87,5,87,O3,SEDANG,JAKARTA
5/12/2017,71,15,25.0,78,5,78,O3,SEDANG,JAKARTA
5/13/2017,59,12,20.0,80,5,80,O3,SEDANG,JAKARTA
5/14/2017,50,12,20.0,76,3,76,O3,SEDANG,JAKARTA
5/15/2017,20,15,19.0,91,5,91,O3,SEDANG,JAKARTA
5/16/2017,53,11,21.0,78,6,78,O3,SEDANG,JAKARTA
5/17/2017,60,11,24.0,56,7,60,PM10,SEDANG,JAKARTA
5/18/2017,56,11,20.0,81,9,81,O3,SEDANG,JAKARTA
5/19/2017,46,11,23.0,85,7,85,O3,SEDANG,JAKARTA
5/20/2017,59,15,18.0,64,6,64,O3,SEDANG,JAKARTA
5/21/2017,51,14,19.0,53,3,53,O3,SEDANG,JAKARTA
5/22/2017,35,14,19.0,53,5,53,O3,SEDANG,JAKARTA
5/23/2017,44,13,21.0,85,11,85,O3,SEDANG,JAKARTA
5/24/2017,61,17,20.0,82,8,82,O3,SEDANG,JAKARTA
5/25/2017,69,14,19.0,87,4,87,O3,SEDANG,JAKARTA
5/26/2017,54,13,20.0,134,9,134,O3,TIDAK SEHAT,JAKARTA
5/27/2017,69,14,24.0,79,8,79,O3,SEDANG,JAKARTA
5/28/2017,58,15,16.0,65,4,65,O3,SEDANG,JAKARTA
5/29/2017,36,12,20.0,31,3,36,PM10,BAIK,JAKARTA
5/30/2017,61,18,23.0,29,3,61,PM10,SEDANG,JAKARTA
5/31/2017,56,15,17.0,26,3,56,PM10,SEDANG,JAKARTA
6/1/2017,41,11,20.0,23,3,41,PM10,BAIK,JAKARTA
6/2/2017,53,14,25.0,75,4,75,O3,SEDANG,JAKARTA
6/3/2017,71,15,21.0,75,4,75,O3,SEDANG,JAKARTA
6/4/2017,42,13,23.0,72,5,72,O3,SEDANG,JAKARTA
6/5/2017,36,12,28.0,55,5,55,O3,SEDANG,JAKARTA
6/6/2017,31,12,19.0,63,6,63,O3,SEDANG,JAKARTA
6/7/2017,41,16,18.0,32,4,41,PM10,BAIK,JAKARTA
6/8/2017,38,21,18.0,31,3,38,PM10,BAIK,JAKARTA
6/9/2017,51,20,17.0,47,3,51,PM10,SEDANG,JAKARTA
6/10/2017,50,13,20.0,77,4,77,O3,SEDANG,JAKARTA
6/11/2017,57,13,19.0,56,5,57,PM10,SEDANG,JAKARTA
6/12/2017,52,13,17.0,48,4,52,PM10,SEDANG,JAKARTA
6/13/2017,54,14,23.0,70,6,70,O3,SEDANG,JAKARTA
6/14/2017,54,12,20.0,49,7,54,PM10,SEDANG,JAKARTA
6/15/2017,51,13,20.0,44,5,51,PM10,SEDANG,JAKARTA
6/16/2017,50,16,18.0,32,2,50,PM10,BAIK,JAKARTA
6/17/2017,42,15,18.0,55,3,55,O3,SEDANG,JAKARTA
6/18/2017,51,12,24.0,67,3,67,O3,SEDANG,JAKARTA
6/19/2017,34,14,21.0,84,4,84,O3,SEDANG,JAKARTA
6/20/2017,52,17,18.0,63,7,63,O3,SEDANG,JAKARTA
6/21/2017,63,19,21.0,65,4,65,O3,SEDANG,JAKARTA
6/22/2017,58,17,29.0,36,4,58,PM10,SEDANG,JAKARTA
6/23/2017,60,18,27.0,40,4,60,PM10,SEDANG,JAKARTA
6/24/2017,40,14,19.0,30,2,40,PM10,BAIK,JAKARTA
6/25/2017,55,15,27.0,31,2,55,PM10,SEDANG,JAKARTA
6/26/2017,12,12,14.0,29,1,29,O3,BAIK,JAKARTA
6/27/2017,20,11,15.0,33,2,33,O3,BAIK,JAKARTA
6/28/2017,28,13,25.0,33,3,33,O3,BAIK,JAKARTA
6/29/2017,33,12,19.0,46,3,46,O3,BAIK,JAKARTA
6/30/2017,29,11,16.0,57,3,57,O3,SEDANG,JAKARTA
7/1/2017,27,13,22.0,42,3,42,O3,BAIK,JAKARTA
7/2/2017,49,14,18.0,39,3,49,PM10,BAIK,JAKARTA
7/3/2017,45,13,14.0,48,2,48,O3,BAIK,JAKARTA
7/4/2017,35,14,16.0,53,2,53,O3,SEDANG,JAKARTA
7/5/2017,60,13,18.0,80,6,80,O3,SEDANG,JAKARTA
7/6/2017,49,14,19.0,90,7,90,O3,SEDANG,JAKARTA
7/7/2017,66,16,21.0,141,7,141,O3,TIDAK SEHAT,JAKARTA
7/8/2017,79,17,28.0,94,6,94,O3,SEDANG,JAKARTA
