tanggal,pm10,so2,co,o3,no2,max
10/28/2011,88,14,30.0,83,15,88
10/29/2011,79,15,41.0,87,16,87
10/30/2011,79,15,31.0,100,12,100
10/31/2011,84,18,32.0,154,19,154
11/1/2011,69,15,42.0,109,20,109
11/2/2011,92,19,30.0,89,17,92
11/3/2011,64,14,32.0,78,18,78
11/4/2011,57,14,30.0,64,15,64
11/5/2011,57,19,21.0,106,31,106
11/6/2011,51,14,21.0,71,15,71
11/7/2011,58,17,25.0,175,16,175
11/8/2011,71,23,23.0,105,34,105
11/9/2011,78,24,31.0,127,32,127
11/10/2011,80,30,31.0,82,18,82
11/11/2011,73,20,37.0,79,18,79
11/12/2011,60,19,20.0,96,11,96
11/13/2011,70,17,33.0,94,17,94
11/14/2011,82,22,26.0,123,21,123
11/15/2011,81,22,35.0,147,19,147
11/16/2011,86,31,39.0,185,36,185
11/17/2011,96,33,33.0,179,28,179
11/18/2011,76,19,31.0,129,20,129
11/19/2011,64,18,28.0,122,18,122
11/20/2011,67,20,25.0,152,14,152
11/21/2011,65,25,35.0,121,21,121
11/22/2011,69,32,28.0,106,21,106
11/23/2011,91,26,38.0,179,21,179
11/24/2011,67,33,34.0,158,22,158
11/25/2011,58,18,26.0,115,16,115
11/26/2011,79,19,33.0,126,15,126
11/27/2011,74,12,23.0,133,13,133
11/28/2011,134,27,35.0,159,26,159
11/29/2011,91,23,32.0,104,19,104
11/30/2011,75,20,28.0,164,20,164
12/1/2011,76,18,26.0,107,16,107
12/2/2011,54,19,25.0,131,15,131
12/3/2011,44,17,29.0,105,13,105
12/4/2011,93,23,47.0,91,16,93
12/5/2011,59,18,20.0,81,15,81
12/6/2011,66,24,37.0,85,18,85
12/7/2011,158,34,58.0,143,23,158
12/8/2011,83,25,37.0,171,22,171
12/9/2011,89,22,32.0,171,30,171
12/10/2011,82,25,48.0,100,25,100
12/11/2011,53,14,37.0,151,15,151
12/12/2011,54,21,26.0,171,13,171
12/13/2011,71,24,42.0,82,19,82
12/14/2011,66,21,37.0,106,17,106
12/15/2011,53,17,23.0,117,12,117
12/16/2011,43,20,22.0,41,10,43
12/17/2011,42,15,19.0,35,10,42
12/18/2011,41,13,17.0,27,9,41
12/19/2011,43,12,12.0,34,8,43
12/20/2011,44,7,20.0,30,6,44
12/21/2011,53,18,22.0,39,8,53
12/22/2011,51,17,23.0,199,16,199
12/23/2011,50,19,25.0,201,13,201
12/24/2011,63,21,69.0,206,10,206
12/25/2011,57,18,39.0,190,13,190
12/26/2011,57,14,33.0,185,11,185
12/27/2011,46,15,35.0,90,12,90
12/28/2011,60,21,32.0,101,15,101
12/29/2011,58,28,29.0,76,14,76
12/30/2011,55,22,33.0,81,10,81
12/31/2011,37,19,22.0,81,9,81
1/1/2012,52,18,39.0,63,7,63
1/2/2012,49,22,28.0,55,11,55
1/3/2012,65,15,42.0,86,22,86
1/4/2012,69,20,55.0,97,20,97
1/5/2012,67,14,39.0,157,25,157
1/6/2012,52,28,47.0,68,11,68
1/7/2012,61,20,54.0,73,13,73
1/8/2012,48,15,48.0,90,13,90
1/9/2012,60,16,63.0,72,21,72
1/10/2012,39,16,29.0,69,13,69
1/11/2012,42,16,31.0,75,14,75
1/12/2012,42,20,37.0,52,13,52
1/13/2012,40,19,27.0,55,13,55
1/14/2012,34,19,34.0,54,7,54
1/15/2012,39,18,20.0,89,10,89
1/16/2012,50,18,30.0,86,16,86
1/17/2012,65,30,33.0,94,23,94
1/18/2012,60,45,38.0,98,19,98
1/19/2012,60,22,43.0,65,16,65
1/20/2012,60,17,33.0,73,12,73
1/21/2012,57,25,29.0,90,21,90
1/22/2012,71,21,99.0,95,14,99
1/23/2012,44,17,15.0,78,10,78
1/24/2012,55,26,24.0,48,11,55
1/25/2012,48,22,24.0,62,15,62
1/26/2012,54,23,30.0,81,11,81
1/27/2012,51,20,26.0,96,14,96
1/28/2012,44,24,26.0,85,17,85
1/29/2012,33,15,15.0,75,9,75
1/30/2012,40,21,29.0,130,10,130
1/31/2012,31,18,29.0,61,12,61
2/1/2012,81,44,68.0,105,21,105
2/2/2012,54,52,34.0,74,17,74
2/3/2012,55,31,44.0,59,14,59
2/4/2012,59,29,41.0,57,12,59
2/5/2012,61,23,53.0,90,22,90
2/6/2012,61,26,34.0,70,13,70
2/7/2012,55,22,34.0,72,17,72
2/8/2012,78,13,29.0,72,14,78
2/9/2012,50,12,37.0,78,13,78
2/10/2012,49,13,25.0,112,13,112
2/11/2012,64,17,46.0,134,13,134
2/12/2012,40,11,20.0,91,12,91
2/13/2012,40,11,37.0,171,24,171
2/14/2012,80,17,53.0,100,24,100
2/15/2012,60,16,42.0,157,23,157
2/16/2012,84,16,34.0,93,25,93
2/17/2012,123,44,41.0,154,26,154
2/18/2012,57,24,28.0,100,17,100
2/19/2012,62,24,28.0,123,17,123
2/20/2012,59,52,36.0,83,25,83
2/21/2012,68,41,47.0,175,22,175
2/22/2012,66,31,39.0,168,13,168
2/23/2012,61,23,31.0,147,13,147
2/24/2012,73,26,32.0,151,19,151
2/25/2012,66,26,51.0,160,19,160
2/26/2012,60,18,22.0,162,15,162
2/27/2012,50,33,45.0,114,16,114
2/28/2012,77,53,48.0,232,22,232
2/29/2012,81,51,39.0,170,18,170
3/1/2012,73,56,51.0,137,15,137
3/2/2012,56,38,38.0,136,16,136
3/3/2012,56,25,51.0,76,17,76
3/4/2012,47,20,21.0,94,6,94
3/5/2012,52,25,30.0,140,13,140
3/6/2012,47,51,37.0,90,14,90
3/7/2012,74,36,30.0,99,18,99
3/8/2012,36,14,29.0,95,13,95
3/9/2012,38,13,27.0,88,12,88
3/10/2012,50,14,41.0,115,17,115
3/11/2012,43,12,23.0,100,17,100
3/12/2012,52,13,23.0,177,11,177
3/13/2012,61,12,27.0,96,14,96
3/14/2012,53,13,30.0,143,13,143
3/15/2012,51,23,30.0,78,15,78
3/16/2012,49,20,29.0,131,13,131
3/17/2012,53,29,30.0,90,15,90
3/18/2012,51,20,19.0,99,11,99
3/19/2012,47,27,23.0,92,11,92
3/20/2012,37,17,23.0,36,7,37
3/21/2012,38,17,17.0,42,5,42
3/22/2012,49,17,19.0,48,5,49
3/23/2012,59,17,19.0,35,7,59
3/24/2012,59,17,17.0,122,9,122
3/25/2012,97,18,18.0,125,11,125
3/26/2012,80,34,32.0,98,17,98
3/27/2012,87,38,45.0,136,29,136
3/28/2012,84,25,54.0,95,18,95
3/29/2012,60,28,32.0,142,14,142
3/30/2012,48,31,35.0,112,22,112
3/31/2012,60,28,29.0,204,31,204
4/1/2012,66,31,34.0,207,18,207
4/2/2012,67,23,38.0,191,24,191
4/3/2012,54,21,36.0,208,26,208
4/4/2012,51,25,38.0,110,23,110
4/5/2012,73,29,33.0,99,23,99
4/6/2012,67,30,30.0,80,15,80
4/7/2012,66,21,33.0,92,17,92
4/8/2012,63,25,27.0,133,11,133
4/9/2012,73,29,51.0,151,19,151
4/10/2012,64,29,35.0,106,20,106
4/11/2012,87,36,48.0,110,24,110
4/12/2012,68,27,36.0,147,19,147
4/13/2012,66,27,30.0,126,16,126
4/14/2012,77,26,25.0,141,13,141
4/15/2012,72,21,21.0,194,10,194
4/16/2012,114,26,30.0,167,17,167
4/17/2012,84,24,30.0,210,13,210
4/18/2012,86,29,48.0,144,23,144
4/19/2012,65,27,34.0,211,21,211
4/20/2012,115,24,48.0,212,26,212
4/21/2012,82,16,47.0,214,20,214
4/22/2012,86,16,48.0,200,20,200
4/23/2012,111,27,33.0,187,19,187
4/24/2012,125,24,31.0,150,17,150
4/25/2012,97,20,36.0,215,20,215
4/26/2012,87,31,33.0,220,20,220
4/27/2012,65,34,32.0,111,21,111
4/28/2012,114,30,31.0,164,23,164
4/29/2012,89,24,24.0,199,17,199
4/30/2012,68,26,40.0,135,23,135
5/1/2012,59,28,46.0,100,17,100
5/2/2012,76,20,44.0,236,20,236
5/3/2012,73,21,41.0,226,20,226
5/4/2012,72,21,24.0,226,17,226
5/5/2012,108,32,31.0,116,16,116
5/6/2012,83,21,31.0,180,15,180
5/7/2012,74,22,34.0,147,15,147
5/8/2012,79,33,72.0,115,25,115
5/9/2012,76,27,53.0,164,31,164
5/10/2012,81,25,38.0,170,25,170
5/11/2012,66,25,38.0,173,26,173
5/12/2012,70,27,33.0,164,17,164
5/13/2012,82,40,27.0,207,15,207
5/14/2012,59,31,30.0,144,15,144
5/15/2012,68,27,37.0,164,19,164
5/16/2012,88,28,32.0,196,17,196
5/17/2012,73,25,43.0,178,23,178
5/18/2012,81,25,24.0,165,19,165
5/19/2012,89,23,32.0,146,20,146
5/20/2012,92,24,18.0,213,9,213
5/21/2012,72,23,34.0,164,23,164
5/22/2012,64,23,31.0,165,24,165
5/23/2012,108,28,33.0,140,28,140
5/24/2012,67,27,33.0,89,19,89
5/25/2012,67,26,34.0,89,23,89
5/26/2012,81,25,28.0,72,14,81
5/27/2012,86,25,21.0,59,15,86
5/28/2012,83,26,30.0,164,16,164
5/29/2012,91,22,38.0,187,17,187
5/30/2012,80,27,32.0,89,17,89
5/31/2012,139,32,40.0,76,19,139
6/1/2012,97,32,70.0,107,28,107
6/2/2012,86,31,44.0,140,25,140
6/3/2012,94,31,30.0,129,23,129
6/4/2012,82,31,30.0,93,18,93
6/5/2012,74,24,38.0,169,18,169
6/6/2012,79,31,35.0,201,18,201
6/7/2012,58,26,36.0,137,19,137
6/8/2012,72,36,37.0,141,16,141
6/9/2012,66,22,38.0,215,24,215
6/10/2012,71,26,36.0,208,20,208
6/11/2012,96,21,53.0,204,34,204
6/12/2012,84,30,46.0,168,22,168
6/13/2012,121,34,34.0,138,19,138
6/14/2012,91,28,35.0,155,20,155
6/15/2012,83,28,37.0,216,23,216
6/16/2012,94,34,37.0,209,22,209
6/17/2012,85,25,22.0,93,16,93
6/18/2012,95,25,20.0,69,11,95
6/19/2012,92,32,19.0,87,20,92
6/20/2012,95,35,25.0,85,17,95
6/21/2012,120,30,34.0,107,23,120
6/22/2012,96,24,31.0,123,14,123
6/23/2012,94,31,28.0,96,12,96
6/24/2012,105,24,27.0,187,16,187
6/25/2012,79,27,28.0,80,14,80
6/26/2012,72,27,23.0,72,15,72
6/27/2012,80,30,30.0,98,29,98
6/28/2012,113,31,35.0,135,28,135
6/29/2012,107,34,32.0,115,26,115
6/30/2012,98,29,29.0,87,16,98
7/1/2012,88,25,19.0,81,17,88
7/2/2012,134,28,30.0,80,19,134
7/3/2012,106,31,33.0,72,17,106
7/4/2012,85,26,40.0,98,23,98
7/5/2012,86,29,36.0,82,22,86
7/6/2012,97,30,35.0,77,19,97
7/7/2012,127,20,23.0,101,18,127
7/8/2012,140,19,34.0,112,17,140
7/9/2012,114,18,43.0,125,33,125
7/10/2012,116,23,37.0,119,25,119
7/11/2012,105,27,33.0,88,27,105
7/12/2012,86,31,33.0,131,20,131
7/13/2012,106,27,44.0,130,30,130
7/14/2012,107,25,41.0,147,29,147
7/15/2012,145,28,36.0,84,21,145
7/16/2012,118,27,37.0,92,28,118
7/17/2012,72,23,32.0,126,25,126
7/18/2012,76,21,32.0,128,30,128
7/19/2012,110,33,53.0,113,28,113
7/20/2012,77,28,35.0,77,18,77
7/21/2012,73,24,28.0,113,19,113
7/22/2012,120,17,19.0,87,16,120
7/23/2012,106,26,38.0,151,28,151
7/24/2012,125,28,36.0,141,29,141
7/25/2012,107,29,34.0,290,25,290
7/26/2012,138,30,35.0,283,32,283
7/27/2012,114,40,37.0,276,29,276
7/28/2012,148,28,36.0,288,26,288
7/29/2012,150,22,24.0,234,16,234
7/30/2012,107,21,33.0,215,20,215
7/31/2012,107,24,36.0,221,21,221
8/1/2012,123,27,36.0,236,25,236
8/2/2012,103,33,40.0,244,35,244
8/3/2012,81,25,37.0,216,20,216
8/4/2012,101,26,27.0,72,15,101
8/5/2012,139,25,16.0,73,15,139
8/6/2012,136,26,38.0,106,19,136
8/7/2012,97,23,36.0,146,25,146
8/8/2012,83,25,34.0,125,24,125
8/9/2012,171,31,32.0,71,26,171
8/10/2012,140,33,31.0,61,22,140
8/11/2012,114,32,22.0,97,17,114
8/12/2012,121,27,22.0,86,26,121
8/13/2012,132,25,37.0,95,20,132
8/14/2012,97,22,33.0,82,24,97
8/15/2012,94,23,29.0,68,22,94
8/16/2012,99,27,24.0,73,16,99
8/17/2012,98,23,20.0,78,15,98
8/18/2012,166,22,25.0,82,15,166
8/19/2012,109,21,27.0,73,11,109
8/20/2012,65,19,10.0,78,14,78
8/21/2012,72,23,25.0,78,11,78
8/22/2012,75,21,13.0,88,16,88
8/23/2012,85,22,18.0,125,13,125
8/24/2012,89,29,16.0,99,15,99
8/25/2012,73,23,14.0,104,16,104
8/26/2012,95,24,17.0,91,11,95
8/27/2012,78,23,30.0,94,21,94
8/28/2012,128,45,33.0,115,20,128
8/29/2012,77,22,33.0,103,23,103
8/30/2012,149,27,30.0,83,20,149
8/31/2012,106,28,27.0,90,18,106
9/1/2012,77,31,25.0,99,19,99
9/2/2012,128,40,25.0,127,20,128
9/3/2012,77,26,32.0,97,20,97
9/4/2012,82,33,29.0,89,22,89
9/5/2012,71,29,33.0,112,26,112
9/6/2012,84,27,31.0,124,20,124
9/7/2012,78,26,31.0,109,21,109
9/8/2012,74,25,27.0,65,19,74
9/9/2012,71,24,18.0,96,21,96
9/10/2012,71,23,35.0,122,20,122
9/11/2012,78,27,34.0,175,26,175
